emoji,unicode_name,group,subgroup,slug,codepoint,attestation_status
🇦🇩,flag Andorra,Flags,,flag_andorra,U+1F1E6 U+1F1E9,inferred_coherent
🇦🇪,flag United Arab Emirates,Flags,,flag_united_arab_emirates,U+1F1E6 U+1F1EA,inferred_coherent
🇦🇫,flag Afghanistan,Flags,,flag_afghanistan,U+1F1E6 U+1F1EB,inferred_coherent
🇦🇬,flag Antigua & Barbuda,Flags,,flag_antigua_barbuda,U+1F1E6 U+1F1EC,inferred_coherent
🇦🇮,flag Anguilla,Flags,,flag_anguilla,U+1F1E6 U+1F1EE,inferred_coherent
🇦🇱,flag Albania,Flags,,flag_albania,U+1F1E6 U+1F1F1,inferred_coherent
🇦🇲,flag Armenia,Flags,,flag_armenia,U+1F1E6 U+1F1F2,inferred_coherent
🇦🇴,flag Angola,Flags,,flag_angola,U+1F1E6 U+1F1F4,inferred_coherent
🇦🇶,flag Antarctica,Flags,,flag_antarctica,U+1F1E6 U+1F1F6,inferred_coherent
🇦🇷,flag Argentina,Flags,,flag_argentina,U+1F1E6 U+1F1F7,inferred_coherent
🇦🇸,flag American Samoa,Flags,,flag_american_samoa,U+1F1E6 U+1F1F8,inferred_coherent
🇦🇹,flag Austria,Flags,,flag_austria,U+1F1E6 U+1F1F9,inferred_coherent
🇦🇺,flag Australia,Flags,,flag_australia,U+1F1E6 U+1F1FA,inferred_coherent
🇦🇼,flag Aruba,Flags,,flag_aruba,U+1F1E6 U+1F1FC,inferred_coherent
🇦🇽,flag Åland Islands,Flags,,flag_aland_islands,U+1F1E6 U+1F1FD,inferred_coherent
🇦🇿,flag Azerbaijan,Flags,,flag_azerbaijan,U+1F1E6 U+1F1FF,inferred_coherent
🇧🇦,flag Bosnia & Herzegovina,Flags,,flag_bosnia_herzegovina,U+1F1E7 U+1F1E6,inferred_coherent
🇧🇧,flag Barbados,Flags,,flag_barbados,U+1F1E7 U+1F1E7,inferred_coherent
🇧🇩,flag Bangladesh,Flags,,flag_bangladesh,U+1F1E7 U+1F1E9,inferred_coherent
🇧🇪,flag Belgium,Flags,,flag_belgium,U+1F1E7 U+1F1EA,inferred_coherent
🇧🇫,flag Burkina Faso,Flags,,flag_burkina_faso,U+1F1E7 U+1F1EB,inferred_coherent
🇧🇬,flag Bulgaria,Flags,,flag_bulgaria,U+1F1E7 U+1F1EC,inferred_coherent
🇧🇭,flag Bahrain,Flags,,flag_bahrain,U+1F1E7 U+1F1ED,inferred_coherent
🇧🇮,flag Burundi,Flags,,flag_burundi,U+1F1E7 U+1F1EE,inferred_coherent
🇧🇯,flag Benin,Flags,,flag_benin,U+1F1E7 U+1F1EF,inferred_coherent
🇧🇱,flag St. Barthélemy,Flags,,flag_st_barthelemy,U+1F1E7 U+1F1F1,inferred_coherent
🇧🇲,flag Bermuda,Flags,,flag_bermuda,U+1F1E7 U+1F1F2,inferred_coherent
🇧🇳,flag Brunei,Flags,,flag_brunei,U+1F1E7 U+1F1F3,inferred_coherent
🇧🇴,flag Bolivia,Flags,,flag_bolivia,U+1F1E7 U+1F1F4,inferred_coherent
🇧🇶,flag Caribbean Netherlands,Flags,,flag_caribbean_netherlands,U+1F1E7 U+1F1F6,inferred_coherent
🇧🇷,flag Brazil,Flags,,flag_brazil,U+1F1E7 U+1F1F7,inferred_coherent
🇧🇸,flag Bahamas,Flags,,flag_bahamas,U+1F1E7 U+1F1F8,inferred_coherent
🇧🇹,flag Bhutan,Flags,,flag_bhutan,U+1F1E7 U+1F1F9,inferred_coherent
🇧🇻,flag Bouvet Island,Flags,,flag_bouvet_island,U+1F1E7 U+1F1FB,inferred_coherent
🇧🇼,flag Botswana,Flags,,flag_botswana,U+1F1E7 U+1F1FC,inferred_coherent
🇧🇾,flag Belarus,Flags,,flag_belarus,U+1F1E7 U+1F1FE,inferred_coherent
🇧🇿,flag Belize,Flags,,flag_belize,U+1F1E7 U+1F1FF,inferred_coherent
🇨🇦,flag Canada,Flags,,flag_canada,U+1F1E8 U+1F1E6,inferred_coherent
🇨🇨,flag Cocos (Keeling) Islands,Flags,,flag_cocos_islands,U+1F1E8 U+1F1E8,inferred_coherent
🇨🇩,flag Congo - Kinshasa,Flags,,flag_congo_kinshasa,U+1F1E8 U+1F1E9,inferred_coherent
🇨🇫,flag Central African Republic,Flags,,flag_central_african_republic,U+1F1E8 U+1F1EB,inferred_coherent
🇨🇬,flag Congo - Brazzaville,Flags,,flag_congo_brazzaville,U+1F1E8 U+1F1EC,inferred_coherent
🇨🇭,flag Switzerland,Flags,,flag_switzerland,U+1F1E8 U+1F1ED,inferred_coherent
🇨🇮,flag Côte d’Ivoire,Flags,,flag_cote_d_ivoire,U+1F1E8 U+1F1EE,inferred_coherent
🇨🇰,flag Cook Islands,Flags,,flag_cook_islands,U+1F1E8 U+1F1F0,inferred_coherent
🇨🇱,flag Chile,Flags,,flag_chile,U+1F1E8 U+1F1F1,inferred_coherent
🇨🇲,flag Cameroon,Flags,,flag_cameroon,U+1F1E8 U+1F1F2,inferred_coherent
🇨🇳,flag China,Flags,,flag_china,U+1F1E8 U+1F1F3,inferred_coherent
🇨🇴,flag Colombia,Flags,,flag_colombia,U+1F1E8 U+1F1F4,inferred_coherent
🇨🇵,flag Clipperton Island,Flags,,flag_clipperton_island,U+1F1E8 U+1F1F5,inferred_coherent
🇨🇶,flag Sark,Flags,,flag_sark,U+1F1E8 U+1F1F6,inferred_coherent
🇨🇷,flag Costa Rica,Flags,,flag_costa_rica,U+1F1E8 U+1F1F7,inferred_coherent
🇨🇺,flag Cuba,Flags,,flag_cuba,U+1F1E8 U+1F1FA,inferred_coherent
🇨🇻,flag Cape Verde,Flags,,flag_cape_verde,U+1F1E8 U+1F1FB,inferred_coherent
🇨🇼,flag Curaçao,Flags,,flag_curacao,U+1F1E8 U+1F1FC,inferred_coherent
🇨🇽,flag Christmas Island,Flags,,flag_christmas_island,U+1F1E8 U+1F1FD,inferred_coherent
🇨🇾,flag Cyprus,Flags,,flag_cyprus,U+1F1E8 U+1F1FE,inferred_coherent
🇨🇿,flag Czechia,Flags,,flag_czechia,U+1F1E8 U+1F1FF,inferred_coherent
🇩🇪,flag Germany,Flags,,flag_germany,U+1F1E9 U+1F1EA,inferred_coherent
🇩🇬,flag Diego Garcia,Flags,,flag_diego_garcia,U+1F1E9 U+1F1EC,inferred_coherent
🇩🇯,flag Djibouti,Flags,,flag_djibouti,U+1F1E9 U+1F1EF,inferred_coherent
🇩🇰,flag Denmark,Flags,,flag_denmark,U+1F1E9 U+1F1F0,inferred_coherent
🇩🇲,flag Dominica,Flags,,flag_dominica,U+1F1E9 U+1F1F2,inferred_coherent
🇩🇴,flag Dominican Republic,Flags,,flag_dominican_republic,U+1F1E9 U+1F1F4,inferred_coherent
🇩🇿,flag Algeria,Flags,,flag_algeria,U+1F1E9 U+1F1FF,inferred_coherent
🇪🇦,flag Ceuta & Melilla,Flags,,flag_ceuta_melilla,U+1F1EA U+1F1E6,inferred_coherent
🇪🇨,flag Ecuador,Flags,,flag_ecuador,U+1F1EA U+1F1E8,inferred_coherent
🇪🇪,flag Estonia,Flags,,flag_estonia,U+1F1EA U+1F1EA,inferred_coherent
🇪🇬,flag Egypt,Flags,,flag_egypt,U+1F1EA U+1F1EC,inferred_coherent
🇪🇭,flag Western Sahara,Flags,,flag_western_sahara,U+1F1EA U+1F1ED,inferred_coherent
🇪🇷,flag Eritrea,Flags,,flag_eritrea,U+1F1EA U+1F1F7,inferred_coherent
🇪🇸,flag Spain,Flags,,flag_spain,U+1F1EA U+1F1F8,inferred_coherent
🇪🇹,flag Ethiopia,Flags,,flag_ethiopia,U+1F1EA U+1F1F9,inferred_coherent
🇪🇺,flag European Union,Flags,,flag_european_union,U+1F1EA U+1F1FA,inferred_coherent
🇫🇮,flag Finland,Flags,,flag_finland,U+1F1EB U+1F1EE,inferred_coherent
🇫🇯,flag Fiji,Flags,,flag_fiji,U+1F1EB U+1F1EF,inferred_coherent
🇫🇰,flag Falkland Islands,Flags,,flag_falkland_islands,U+1F1EB U+1F1F0,inferred_coherent
🇫🇲,flag Micronesia,Flags,,flag_micronesia,U+1F1EB U+1F1F2,inferred_coherent
🇫🇴,flag Faroe Islands,Flags,,flag_faroe_islands,U+1F1EB U+1F1F4,inferred_coherent
🇫🇷,flag France,Flags,,flag_france,U+1F1EB U+1F1F7,inferred_coherent
🇬🇦,flag Gabon,Flags,,flag_gabon,U+1F1EC U+1F1E6,inferred_coherent
🇬🇧,flag United Kingdom,Flags,,flag_united_kingdom,U+1F1EC U+1F1E7,inferred_coherent
🇬🇩,flag Grenada,Flags,,flag_grenada,U+1F1EC U+1F1E9,inferred_coherent
🇬🇪,flag Georgia,Flags,,flag_georgia,U+1F1EC U+1F1EA,inferred_coherent
🇬🇫,flag French Guiana,Flags,,flag_french_guiana,U+1F1EC U+1F1EB,inferred_coherent
🇬🇬,flag Guernsey,Flags,,flag_guernsey,U+1F1EC U+1F1EC,inferred_coherent
🇬🇭,flag Ghana,Flags,,flag_ghana,U+1F1EC U+1F1ED,inferred_coherent
🇬🇮,flag Gibraltar,Flags,,flag_gibraltar,U+1F1EC U+1F1EE,inferred_coherent
🇬🇱,flag Greenland,Flags,,flag_greenland,U+1F1EC U+1F1F1,inferred_coherent
🇬🇲,flag Gambia,Flags,,flag_gambia,U+1F1EC U+1F1F2,inferred_coherent
🇬🇳,flag Guinea,Flags,,flag_guinea,U+1F1EC U+1F1F3,inferred_coherent
🇬🇵,flag Guadeloupe,Flags,,flag_guadeloupe,U+1F1EC U+1F1F5,inferred_coherent
🇬🇶,flag Equatorial Guinea,Flags,,flag_equatorial_guinea,U+1F1EC U+1F1F6,inferred_coherent
🇬🇷,flag Greece,Flags,,flag_greece,U+1F1EC U+1F1F7,inferred_coherent
🇬🇸,flag South Georgia & South Sandwich Islands,Flags,,flag_south_georgia_south_sandwich_islands,U+1F1EC U+1F1F8,inferred_coherent
🇬🇹,flag Guatemala,Flags,,flag_guatemala,U+1F1EC U+1F1F9,inferred_coherent
🇬🇺,flag Guam,Flags,,flag_guam,U+1F1EC U+1F1FA,inferred_coherent
🇬🇼,flag Guinea-Bissau,Flags,,flag_guinea_bissau,U+1F1EC U+1F1FC,inferred_coherent
🇬🇾,flag Guyana,Flags,,flag_guyana,U+1F1EC U+1F1FE,inferred_coherent
🇭🇰,flag Hong Kong SAR China,Flags,,flag_hong_kong_sar_china,U+1F1ED U+1F1F0,inferred_coherent
🇭🇲,flag Heard & McDonald Islands,Flags,,flag_heard_mcdonald_islands,U+1F1ED U+1F1F2,inferred_coherent
🇭🇳,flag Honduras,Flags,,flag_honduras,U+1F1ED U+1F1F3,inferred_coherent
🇭🇷,flag Croatia,Flags,,flag_croatia,U+1F1ED U+1F1F7,inferred_coherent
🇭🇹,flag Haiti,Flags,,flag_haiti,U+1F1ED U+1F1F9,inferred_coherent
🇭🇺,flag Hungary,Flags,,flag_hungary,U+1F1ED U+1F1FA,inferred_coherent
🇮🇨,flag Canary Islands,Flags,,flag_canary_islands,U+1F1EE U+1F1E8,inferred_coherent
🇮🇩,flag Indonesia,Flags,,flag_indonesia,U+1F1EE U+1F1E9,inferred_coherent
🇮🇪,flag Ireland,Flags,,flag_ireland,U+1F1EE U+1F1EA,inferred_coherent
🇮🇱,flag Israel,Flags,,flag_israel,U+1F1EE U+1F1F1,inferred_coherent
🇮🇲,flag Isle of Man,Flags,,flag_isle_of_man,U+1F1EE U+1F1F2,inferred_coherent
🇮🇳,flag India,Flags,,flag_india,U+1F1EE U+1F1F3,inferred_coherent
🇮🇴,flag British Indian Ocean Territory,Flags,,flag_british_indian_ocean_territory,U+1F1EE U+1F1F4,inferred_coherent
🇮🇶,flag Iraq,Flags,,flag_iraq,U+1F1EE U+1F1F6,inferred_coherent
🇮🇷,flag Iran,Flags,,flag_iran,U+1F1EE U+1F1F7,inferred_coherent
🇮🇸,flag Iceland,Flags,,flag_iceland,U+1F1EE U+1F1F8,inferred_coherent
🇮🇹,flag Italy,Flags,,flag_italy,U+1F1EE U+1F1F9,inferred_coherent
🇯🇪,flag Jersey,Flags,,flag_jersey,U+1F1EF U+1F1EA,inferred_coherent
🇯🇲,flag Jamaica,Flags,,flag_jamaica,U+1F1EF U+1F1F2,inferred_coherent
🇯🇴,flag Jordan,Flags,,flag_jordan,U+1F1EF U+1F1F4,inferred_coherent
🇯🇵,flag Japan,Flags,,flag_japan,U+1F1EF U+1F1F5,inferred_coherent
🇰🇪,flag Kenya,Flags,,flag_kenya,U+1F1F0 U+1F1EA,inferred_coherent
🇰🇬,flag Kyrgyzstan,Flags,,flag_kyrgyzstan,U+1F1F0 U+1F1EC,inferred_coherent
🇰🇭,flag Cambodia,Flags,,flag_cambodia,U+1F1F0 U+1F1ED,inferred_coherent
🇰🇮,flag Kiribati,Flags,,flag_kiribati,U+1F1F0 U+1F1EE,inferred_coherent
🇰🇲,flag Comoros,Flags,,flag_comoros,U+1F1F0 U+1F1F2,inferred_coherent
🇰🇳,flag St. Kitts & Nevis,Flags,,flag_st_kitts_nevis,U+1F1F0 U+1F1F3,inferred_coherent
🇰🇵,flag North Korea,Flags,,flag_north_korea,U+1F1F0 U+1F1F5,inferred_coherent
🇰🇷,flag South Korea,Flags,,flag_south_korea,U+1F1F0 U+1F1F7,inferred_coherent
🇰🇼,flag Kuwait,Flags,,flag_kuwait,U+1F1F0 U+1F1FC,inferred_coherent
🇰🇾,flag Cayman Islands,Flags,,flag_cayman_islands,U+1F1F0 U+1F1FE,inferred_coherent
🇰🇿,flag Kazakhstan,Flags,,flag_kazakhstan,U+1F1F0 U+1F1FF,inferred_coherent
🇱🇦,flag Laos,Flags,,flag_laos,U+1F1F1 U+1F1E6,inferred_coherent
🇱🇧,flag Lebanon,Flags,,flag_lebanon,U+1F1F1 U+1F1E7,inferred_coherent
🇱🇨,flag St. Lucia,Flags,,flag_st_lucia,U+1F1F1 U+1F1E8,inferred_coherent
🇱🇮,flag Liechtenstein,Flags,,flag_liechtenstein,U+1F1F1 U+1F1EE,inferred_coherent
🇱🇰,flag Sri Lanka,Flags,,flag_sri_lanka,U+1F1F1 U+1F1F0,inferred_coherent
🇱🇷,flag Liberia,Flags,,flag_liberia,U+1F1F1 U+1F1F7,inferred_coherent
🇱🇸,flag Lesotho,Flags,,flag_lesotho,U+1F1F1 U+1F1F8,inferred_coherent
🇱🇹,flag Lithuania,Flags,,flag_lithuania,U+1F1F1 U+1F1F9,inferred_coherent
🇱🇺,flag Luxembourg,Flags,,flag_luxembourg,U+1F1F1 U+1F1FA,inferred_coherent
🇱🇻,flag Latvia,Flags,,flag_latvia,U+1F1F1 U+1F1FB,inferred_coherent
🇱🇾,flag Libya,Flags,,flag_libya,U+1F1F1 U+1F1FE,inferred_coherent
🇲🇦,flag Morocco,Flags,,flag_morocco,U+1F1F2 U+1F1E6,inferred_coherent
🇲🇨,flag Monaco,Flags,,flag_monaco,U+1F1F2 U+1F1E8,inferred_coherent
🇲🇩,flag Moldova,Flags,,flag_moldova,U+1F1F2 U+1F1E9,inferred_coherent
🇲🇪,flag Montenegro,Flags,,flag_montenegro,U+1F1F2 U+1F1EA,inferred_coherent
🇲🇫,flag St. Martin,Flags,,flag_st_martin,U+1F1F2 U+1F1EB,inferred_coherent
🇲🇬,flag Madagascar,Flags,,flag_madagascar,U+1F1F2 U+1F1EC,inferred_coherent
🇲🇭,flag Marshall Islands,Flags,,flag_marshall_islands,U+1F1F2 U+1F1ED,inferred_coherent
🇲🇰,flag North Macedonia,Flags,,flag_north_macedonia,U+1F1F2 U+1F1F0,inferred_coherent
🇲🇱,flag Mali,Flags,,flag_mali,U+1F1F2 U+1F1F1,inferred_coherent
🇲🇲,flag Myanmar (Burma),Flags,,flag_myanmar,U+1F1F2 U+1F1F2,inferred_coherent
🇲🇳,flag Mongolia,Flags,,flag_mongolia,U+1F1F2 U+1F1F3,inferred_coherent
🇲🇴,flag Macao SAR China,Flags,,flag_macao_sar_china,U+1F1F2 U+1F1F4,inferred_coherent
🇲🇵,flag Northern Mariana Islands,Flags,,flag_northern_mariana_islands,U+1F1F2 U+1F1F5,inferred_coherent
🇲🇶,flag Martinique,Flags,,flag_martinique,U+1F1F2 U+1F1F6,inferred_coherent
🇲🇷,flag Mauritania,Flags,,flag_mauritania,U+1F1F2 U+1F1F7,inferred_coherent
🇲🇸,flag Montserrat,Flags,,flag_montserrat,U+1F1F2 U+1F1F8,inferred_coherent
🇲🇹,flag Malta,Flags,,flag_malta,U+1F1F2 U+1F1F9,inferred_coherent
🇲🇺,flag Mauritius,Flags,,flag_mauritius,U+1F1F2 U+1F1FA,inferred_coherent
🇲🇻,flag Maldives,Flags,,flag_maldives,U+1F1F2 U+1F1FB,inferred_coherent
🇲🇼,flag Malawi,Flags,,flag_malawi,U+1F1F2 U+1F1FC,inferred_coherent
🇲🇽,flag Mexico,Flags,,flag_mexico,U+1F1F2 U+1F1FD,inferred_coherent
🇲🇾,flag Malaysia,Flags,,flag_malaysia,U+1F1F2 U+1F1FE,inferred_coherent
🇲🇿,flag Mozambique,Flags,,flag_mozambique,U+1F1F2 U+1F1FF,inferred_coherent
🇳🇦,flag Namibia,Flags,,flag_namibia,U+1F1F3 U+1F1E6,inferred_coherent
🇳🇨,flag New Caledonia,Flags,,flag_new_caledonia,U+1F1F3 U+1F1E8,inferred_coherent
🇳🇪,flag Niger,Flags,,flag_niger,U+1F1F3 U+1F1EA,inferred_coherent
🇳🇫,flag Norfolk Island,Flags,,flag_norfolk_island,U+1F1F3 U+1F1EB,inferred_coherent
🇳🇬,flag Nigeria,Flags,,flag_nigeria,U+1F1F3 U+1F1EC,inferred_coherent
🇳🇮,flag Nicaragua,Flags,,flag_nicaragua,U+1F1F3 U+1F1EE,inferred_coherent
🇳🇱,flag Netherlands,Flags,,flag_netherlands,U+1F1F3 U+1F1F1,inferred_coherent
🇳🇴,flag Norway,Flags,,flag_norway,U+1F1F3 U+1F1F4,inferred_coherent
🇳🇵,flag Nepal,Flags,,flag_nepal,U+1F1F3 U+1F1F5,inferred_coherent
🇳🇷,flag Nauru,Flags,,flag_nauru,U+1F1F3 U+1F1F7,inferred_coherent
🇳🇺,flag Niue,Flags,,flag_niue,U+1F1F3 U+1F1FA,inferred_coherent
🇳🇿,flag New Zealand,Flags,,flag_new_zealand,U+1F1F3 U+1F1FF,inferred_coherent
🇴🇲,flag Oman,Flags,,flag_oman,U+1F1F4 U+1F1F2,inferred_coherent
🇵🇦,flag Panama,Flags,,flag_panama,U+1F1F5 U+1F1E6,inferred_coherent
🇵🇪,flag Peru,Flags,,flag_peru,U+1F1F5 U+1F1EA,inferred_coherent
🇵🇫,flag French Polynesia,Flags,,flag_french_polynesia,U+1F1F5 U+1F1EB,inferred_coherent
🇵🇬,flag Papua New Guinea,Flags,,flag_papua_new_guinea,U+1F1F5 U+1F1EC,inferred_coherent
🇵🇭,flag Philippines,Flags,,flag_philippines,U+1F1F5 U+1F1ED,inferred_coherent
🇵🇰,flag Pakistan,Flags,,flag_pakistan,U+1F1F5 U+1F1F0,inferred_coherent
🇵🇱,flag Poland,Flags,,flag_poland,U+1F1F5 U+1F1F1,inferred_coherent
🇵🇲,flag St. Pierre & Miquelon,Flags,,flag_st_pierre_miquelon,U+1F1F5 U+1F1F2,inferred_coherent
🇵🇳,flag Pitcairn Islands,Flags,,flag_pitcairn_islands,U+1F1F5 U+1F1F3,inferred_coherent
🇵🇷,flag Puerto Rico,Flags,,flag_puerto_rico,U+1F1F5 U+1F1F7,inferred_coherent
🇵🇸,flag Palestinian Territories,Flags,,flag_palestinian_territories,U+1F1F5 U+1F1F8,inferred_coherent
🇵🇹,flag Portugal,Flags,,flag_portugal,U+1F1F5 U+1F1F9,inferred_coherent
🇵🇼,flag Palau,Flags,,flag_palau,U+1F1F5 U+1F1FC,inferred_coherent
🇵🇾,flag Paraguay,Flags,,flag_paraguay,U+1F1F5 U+1F1FE,inferred_coherent
🇶🇦,flag Qatar,Flags,,flag_qatar,U+1F1F6 U+1F1E6,inferred_coherent
🇷🇪,flag Réunion,Flags,,flag_reunion,U+1F1F7 U+1F1EA,inferred_coherent
🇷🇴,flag Romania,Flags,,flag_romania,U+1F1F7 U+1F1F4,inferred_coherent
🇷🇸,flag Serbia,Flags,,flag_serbia,U+1F1F7 U+1F1F8,inferred_coherent
🇷🇺,flag Russia,Flags,,flag_russia,U+1F1F7 U+1F1FA,inferred_coherent
🇷🇼,flag Rwanda,Flags,,flag_rwanda,U+1F1F7 U+1F1FC,inferred_coherent
🇸🇦,flag Saudi Arabia,Flags,,flag_saudi_arabia,U+1F1F8 U+1F1E6,inferred_coherent
🇸🇧,flag Solomon Islands,Flags,,flag_solomon_islands,U+1F1F8 U+1F1E7,inferred_coherent
🇸🇨,flag Seychelles,Flags,,flag_seychelles,U+1F1F8 U+1F1E8,inferred_coherent
🇸🇩,flag Sudan,Flags,,flag_sudan,U+1F1F8 U+1F1E9,inferred_coherent
🇸🇪,flag Sweden,Flags,,flag_sweden,U+1F1F8 U+1F1EA,inferred_coherent
🇸🇬,flag Singapore,Flags,,flag_singapore,U+1F1F8 U+1F1EC,inferred_coherent
🇸🇭,flag St. Helena,Flags,,flag_st_helena,U+1F1F8 U+1F1ED,inferred_coherent
🇸🇮,flag Slovenia,Flags,,flag_slovenia,U+1F1F8 U+1F1EE,inferred_coherent
🇸🇯,flag Svalbard & Jan Mayen,Flags,,flag_svalbard_jan_mayen,U+1F1F8 U+1F1EF,inferred_coherent
🇸🇰,flag Slovakia,Flags,,flag_slovakia,U+1F1F8 U+1F1F0,inferred_coherent
🇸🇱,flag Sierra Leone,Flags,,flag_sierra_leone,U+1F1F8 U+1F1F1,inferred_coherent
🇸🇲,flag San Marino,Flags,,flag_san_marino,U+1F1F8 U+1F1F2,inferred_coherent
🇸🇳,flag Senegal,Flags,,flag_senegal,U+1F1F8 U+1F1F3,inferred_coherent
🇸🇴,flag Somalia,Flags,,flag_somalia,U+1F1F8 U+1F1F4,inferred_coherent
🇸🇷,flag Suriname,Flags,,flag_suriname,U+1F1F8 U+1F1F7,inferred_coherent
🇸🇸,flag South Sudan,Flags,,flag_south_sudan,U+1F1F8 U+1F1F8,inferred_coherent
🇸🇹,flag São Tomé & Príncipe,Flags,,flag_sao_tome_principe,U+1F1F8 U+1F1F9,inferred_coherent
🇸🇻,flag El Salvador,Flags,,flag_el_salvador,U+1F1F8 U+1F1FB,inferred_coherent
🇸🇽,flag Sint Maarten,Flags,,flag_sint_maarten,U+1F1F8 U+1F1FD,inferred_coherent
🇸🇾,flag Syria,Flags,,flag_syria,U+1F1F8 U+1F1FE,inferred_coherent
🇸🇿,flag Eswatini,Flags,,flag_eswatini,U+1F1F8 U+1F1FF,inferred_coherent
🇹🇦,flag Tristan da Cunha,Flags,,flag_tristan_da_cunha,U+1F1F9 U+1F1E6,inferred_coherent
🇹🇨,flag Turks & Caicos Islands,Flags,,flag_turks_caicos_islands,U+1F1F9 U+1F1E8,inferred_coherent
🇹🇩,flag Chad,Flags,,flag_chad,U+1F1F9 U+1F1E9,inferred_coherent
🇹🇫,flag French Southern Territories,Flags,,flag_french_southern_territories,U+1F1F9 U+1F1EB,inferred_coherent
🇹🇬,flag Togo,Flags,,flag_togo,U+1F1F9 U+1F1EC,inferred_coherent
🇹🇭,flag Thailand,Flags,,flag_thailand,U+1F1F9 U+1F1ED,inferred_coherent
🇹🇯,flag Tajikistan,Flags,,flag_tajikistan,U+1F1F9 U+1F1EF,inferred_coherent
🇹🇰,flag Tokelau,Flags,,flag_tokelau,U+1F1F9 U+1F1F0,inferred_coherent
🇹🇱,flag Timor-Leste,Flags,,flag_timor_leste,U+1F1F9 U+1F1F1,inferred_coherent
🇹🇲,flag Turkmenistan,Flags,,flag_turkmenistan,U+1F1F9 U+1F1F2,inferred_coherent
🇹🇳,flag Tunisia,Flags,,flag_tunisia,U+1F1F9 U+1F1F3,inferred_coherent
🇹🇴,flag Tonga,Flags,,flag_tonga,U+1F1F9 U+1F1F4,inferred_coherent
🇹🇷,flag Türkiye,Flags,,flag_turkiye,U+1F1F9 U+1F1F7,inferred_coherent
🇹🇹,flag Trinidad & Tobago,Flags,,flag_trinidad_tobago,U+1F1F9 U+1F1F9,inferred_coherent
🇹🇻,flag Tuvalu,Flags,,flag_tuvalu,U+1F1F9 U+1F1FB,inferred_coherent
🇹🇼,flag Taiwan,Flags,,flag_taiwan,U+1F1F9 U+1F1FC,inferred_coherent
🇹🇿,flag Tanzania,Flags,,flag_tanzania,U+1F1F9 U+1F1FF,inferred_coherent
🇺🇦,flag Ukraine,Flags,,flag_ukraine,U+1F1FA U+1F1E6,inferred_coherent
🇺🇬,flag Uganda,Flags,,flag_uganda,U+1F1FA U+1F1EC,inferred_coherent
🇺🇲,flag U.S. Outlying Islands,Flags,,flag_u_s_outlying_islands,U+1F1FA U+1F1F2,inferred_coherent
🇺🇳,flag United Nations,Flags,,flag_united_nations,U+1F1FA U+1F1F3,inferred_coherent
🇺🇸,flag United States,Flags,,flag_united_states,U+1F1FA U+1F1F8,inferred_coherent
🇺🇾,flag Uruguay,Flags,,flag_uruguay,U+1F1FA U+1F1FE,inferred_coherent
🇺🇿,flag Uzbekistan,Flags,,flag_uzbekistan,U+1F1FA U+1F1FF,inferred_coherent
🇻🇦,flag Vatican City,Flags,,flag_vatican_city,U+1F1FB U+1F1E6,inferred_coherent
🇻🇨,flag St. Vincent & Grenadines,Flags,,flag_st_vincent_grenadines,U+1F1FB U+1F1E8,inferred_coherent
🇻🇪,flag Venezuela,Flags,,flag_venezuela,U+1F1FB U+1F1EA,inferred_coherent
🇻🇬,flag British Virgin Islands,Flags,,flag_british_virgin_islands,U+1F1FB U+1F1EC,inferred_coherent
🇻🇮,flag U.S. Virgin Islands,Flags,,flag_u_s_virgin_islands,U+1F1FB U+1F1EE,inferred_coherent
🇻🇳,flag Vietnam,Flags,,flag_vietnam,U+1F1FB U+1F1F3,inferred_coherent
🇻🇺,flag Vanuatu,Flags,,flag_vanuatu,U+1F1FB U+1F1FA,inferred_coherent
🇼🇫,flag Wallis & Futuna,Flags,,flag_wallis_futuna,U+1F1FC U+1F1EB,inferred_coherent
🇼🇸,flag Samoa,Flags,,flag_samoa,U+1F1FC U+1F1F8,inferred_coherent
🇽🇰,flag Kosovo,Flags,,flag_kosovo,U+1F1FD U+1F1F0,inferred_coherent
🇾🇪,flag Yemen,Flags,,flag_yemen,U+1F1FE U+1F1EA,inferred_coherent
🇾🇹,flag Mayotte,Flags,,flag_mayotte,U+1F1FE U+1F1F9,inferred_coherent
🇿🇦,flag South Africa,Flags,,flag_south_africa,U+1F1FF U+1F1E6,inferred_coherent
🇿🇲,flag Zambia,Flags,,flag_zambia,U+1F1FF U+1F1F2,inferred_coherent
🇿🇼,flag Zimbabwe,Flags,,flag_zimbabwe,U+1F1FF U+1F1FC,inferred_coherent
🏴󠁧󠁢󠁥󠁮󠁧󠁿,flag England,Flags,,flag_england,U+1F3F4 U+E0067 U+E0062 U+E0065 U+E006E U+E0067 U+E007F,inferred_coherent
🏴󠁧󠁢󠁳󠁣󠁴󠁿,flag Scotland,Flags,,flag_scotland,U+1F3F4 U+E0067 U+E0062 U+E0073 U+E0063 U+E0074 U+E007F,inferred_coherent
🏴󠁧󠁢󠁷󠁬󠁳󠁿,flag Wales,Flags,,flag_wales,U+1F3F4 U+E0067 U+E0062 U+E0077 U+E006C U+E0073 U+E007F,inferred_coherent
